host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
2.0,10,9,37.80310432375404,-122.40384982165192,0,0,4.0,2.0,2.0,2.0,0,1.0,11.0,84.0,9.0,8.0,9.0,9.0,10.0,8.0,350.0
1.0,8,6,37.75567435928291,-122.4356764442291,6,0,4.0,1.0,2.0,2.0,0,30.0,33.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
2.0,23,15,37.73095133991385,-122.38720280152451,1,1,2.0,1.0,1.0,1.0,0,1.0,7.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0
1.0,23,15,37.73566601699259,-122.38712070249915,0,0,2.0,1.0,1.0,1.0,0,2.0,72.0,97.0,10.0,10.0,10.0,10.0,8.0,9.0,78.0
1.0,1,1,37.74469914404813,-122.40613614191163,1,0,6.0,1.5,3.0,3.0,0,30.0,45.0,94.0,9.0,10.0,10.0,10.0,8.0,9.0,175.0
1.0,1,1,37.74219754507241,-122.42090588131335,1,1,4.0,1.0,1.0,3.0,0,3.0,20.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
4.0,1,1,37.741622755492905,-122.40864378381744,5,0,2.0,1.0,0.0,1.0,0,5.0,6.0,83.0,10.0,9.0,10.0,10.0,9.0,9.0,105.0
1.0,29,17,37.7583016921501,-122.49899102184361,0,0,4.0,1.0,0.0,3.0,0,2.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,98.0
2.0,29,17,37.75574355643911,-122.4825900452533,5,0,2.0,1.0,1.0,1.0,0,1.0,61.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,80.0
1.0,29,17,37.76205709933514,-122.5093356410867,0,0,2.0,1.0,1.0,1.0,0,3.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
2.0,29,17,37.75466500011295,-122.48166495213532,1,0,6.0,1.0,3.0,4.0,0,1.0,32.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
2.0,19,13,37.71732173430564,-122.4338767302868,1,1,4.0,1.0,2.0,1.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,8.0,10.0,60.0
0.0,7,6,37.765155711268164,-122.43427501805527,0,0,2.0,1.0,0.0,1.0,0,2.0,47.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2.0,19,13,37.73024796719786,-122.42715379801308,1,1,2.0,1.0,1.0,1.0,0,1.0,34.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
1.0,27,21,37.741986807648544,-122.49730915011249,1,0,4.0,1.0,3.0,2.0,0,3.0,5.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
2.0,15,12,37.77908957489641,-122.41425482641728,0,0,4.0,1.0,1.0,2.0,0,1.0,30.0,96.0,10.0,10.0,9.0,10.0,9.0,9.0,199.0
4.0,25,21,37.75029969325573,-122.47425017639867,1,1,1.0,1.0,1.0,1.0,0,1.0,49.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,58.0
2.0,25,17,37.75987235517756,-122.47576635443407,3,1,4.0,1.0,1.0,2.0,0,2.0,13.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,170.0
2.0,13,7,37.73535317491191,-122.43647473798264,1,1,2.0,1.0,1.0,2.0,0,2.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
1.0,10,9,37.799537469931536,-122.40800386440769,0,1,2.0,1.0,1.0,1.0,0,3.0,17.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,110.0
1.0,0,3,37.78342273406596,-122.44456606937153,0,0,2.0,1.0,1.0,1.0,0,2.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
1.0,7,6,37.76085574734887,-122.43647864688798,0,0,4.0,1.0,2.0,2.0,0,2.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
1.0,26,18,37.80539392911757,-122.43663900383801,6,1,4.0,1.0,1.0,1.0,0,3.0,9.0,85.0,9.0,8.0,8.0,9.0,10.0,9.0,95.0
3.0,0,0,37.77934079130317,-122.43053761908675,1,1,2.0,1.0,1.0,1.0,0,2.0,26.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0
3.0,0,0,37.77740134639086,-122.43144067677552,1,1,2.0,1.0,1.0,1.0,0,2.0,31.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,125.0
3.0,0,0,37.77878503345546,-122.43056851367261,1,1,2.0,1.0,1.0,1.0,0,2.0,30.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
51.0,0,11,37.786699703584866,-122.42477438158964,17,1,3.0,1.0,1.0,1.0,0,1.0,29.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2.0,17,9,37.80369085941343,-122.41721493098208,1,1,2.0,1.0,1.0,1.0,0,2.0,53.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
51.0,0,11,37.78659892693667,-122.42282632195638,17,1,3.0,1.0,1.0,1.0,0,1.0,43.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0
1.0,7,0,37.768061280610645,-122.42965133709677,0,1,2.0,1.0,1.0,1.0,0,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
1.0,17,11,37.796126050120954,-122.42135169123105,0,0,4.0,1.0,2.0,2.0,0,2.0,39.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,375.0
1.0,5,4,37.75480761510612,-122.40064859378317,5,0,2.0,1.0,1.0,2.0,0,30.0,16.0,93.0,9.0,10.0,9.0,10.0,10.0,9.0,150.0
1.0,4,1,37.75566985722336,-122.4169461847951,5,0,3.0,1.0,2.0,2.0,0,2.0,48.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0
4.0,3,7,37.732501494499374,-122.43911080459723,0,1,2.0,1.0,1.0,1.0,0,3.0,5.0,90.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
1.0,4,1,37.75941824565355,-122.41811166747755,0,0,2.0,1.0,1.0,2.0,0,7.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,202.0
2.0,8,6,37.75016098773115,-122.43814719233053,2,0,8.0,3.0,3.0,4.0,0,3.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,895.0
1.0,29,17,37.75867855838206,-122.50607219008626,0,0,4.0,1.0,1.0,2.0,0,2.0,35.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
1.0,16,3,37.78896121964279,-122.44525860104027,3,0,3.0,1.0,1.0,2.0,0,2.0,41.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
4.0,27,21,37.74816181161355,-122.47393204339683,1,1,2.0,1.0,1.0,1.0,0,1.0,44.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,65.0
4.0,27,21,37.748663274465436,-122.4754414538151,1,1,2.0,1.0,1.0,1.0,0,1.0,45.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
1.0,25,17,37.75824446443201,-122.47384808446193,1,0,4.0,1.0,2.0,2.0,0,2.0,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2.0,13,7,37.73972057886777,-122.42638462819465,1,0,4.0,1.0,2.0,2.0,0,6.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
1.0,27,21,37.74326368483296,-122.50116210118259,1,0,8.0,1.0,2.0,4.0,0,2.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,23,15,37.721888142104646,-122.38938674863901,0,0,4.0,1.0,2.0,3.0,0,1.0,29.0,94.0,9.0,10.0,10.0,10.0,8.0,9.0,145.0
1.0,22,2,37.73735827775086,-122.46124784028167,0,0,3.0,1.0,1.0,2.0,0,2.0,20.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
1.0,0,3,37.78293853383729,-122.43102768406645,1,0,2.0,1.0,1.0,2.0,0,3.0,9.0,93.0,9.0,10.0,7.0,9.0,8.0,9.0,199.0
1.0,4,1,37.76145399599498,-122.42226671665368,0,1,3.0,1.0,1.0,2.0,0,3.0,22.0,87.0,10.0,9.0,9.0,9.0,10.0,9.0,89.0
1.0,15,23,37.7861765705533,-122.3908584710369,0,0,1.0,1.0,0.0,2.0,0,1.0,19.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
4.0,25,21,37.75004445242455,-122.47391107245531,1,1,2.0,1.0,1.0,1.0,0,1.0,39.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,78.0
2.0,17,9,37.801480206867396,-122.41542698925633,1,1,2.0,1.0,1.0,1.0,0,2.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
17.0,2,0,37.76921993886544,-122.4510681996664,4,1,3.0,0.0,1.0,3.0,0,2.0,32.0,96.0,9.0,9.0,10.0,10.0,10.0,9.0,90.0
7.0,23,15,37.73436079263152,-122.39439051319566,23,1,3.0,1.5,1.0,1.0,0,1.0,23.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,145.0
4.0,3,7,37.73218834728173,-122.4404382630828,1,1,2.0,1.0,1.0,1.0,0,3.0,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
2.0,25,17,37.75860792475706,-122.47617707994634,0,0,4.0,1.0,1.0,2.0,0,2.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,6,11,37.78673729441817,-122.41973234206655,0,0,2.0,1.0,0.0,1.0,0,30.0,40.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
2.0,15,4,37.777997686618086,-122.40413774244104,0,0,4.0,1.0,1.0,2.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
1.0,32,25,37.73203647800924,-122.48255072792621,1,1,2.0,1.0,1.0,1.0,0,2.0,13.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0
4.0,4,1,37.750816212240196,-122.40749881183827,0,1,1.0,1.0,1.0,1.0,0,5.0,6.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,77.0
2.0,4,1,37.76014180800242,-122.42163350074944,6,0,4.0,1.0,2.0,2.0,0,2.0,14.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
1.0,4,1,37.75538825961812,-122.40955311666673,2,0,6.0,1.0,2.0,3.0,0,2.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
3.0,16,18,37.79587703076954,-122.42869913188,0,0,6.0,2.5,3.0,4.0,0,2.0,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,595.0
3.0,29,17,37.76196330866053,-122.48383750738283,0,1,2.0,1.0,1.0,1.0,0,2.0,23.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,290.0
2.0,29,17,37.76383309455958,-122.48213633245942,1,1,2.0,1.0,1.0,1.0,0,30.0,6.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,55.0
1.0,27,21,37.74484799162184,-122.5025831031268,3,1,4.0,1.0,2.0,2.0,0,2.0,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
2.0,29,21,37.74731599103344,-122.47612662377757,1,1,1.0,1.0,1.0,1.0,0,1.0,29.0,96.0,10.0,9.0,10.0,10.0,9.0,9.0,80.0
3.0,29,21,37.75156084483491,-122.49268544528165,1,0,4.0,1.0,2.0,2.0,0,1.0,19.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,200.0
1.0,16,11,37.794314424248434,-122.42531333551304,0,0,4.0,2.0,2.0,2.0,0,3.0,8.0,94.0,10.0,8.0,10.0,9.0,10.0,10.0,189.0
1.0,0,0,37.77649414539389,-122.4303854826682,0,0,4.0,2.0,2.0,2.0,0,3.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,4,1,37.74886407081839,-122.42263120320679,1,1,2.0,1.0,1.0,1.0,0,2.0,35.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,4,1,37.76176727275355,-122.41706697594115,0,1,2.0,1.0,1.0,1.0,0,30.0,8.0,87.0,8.0,9.0,9.0,9.0,8.0,9.0,159.0
1.0,1,13,37.732752346452635,-122.4232375543569,3,0,3.0,1.0,1.0,2.0,0,3.0,12.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0
2.0,8,7,37.74417433554521,-122.43257523874932,1,1,2.0,1.5,1.0,1.0,0,2.0,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,112.0
4.0,27,21,37.741972734148064,-122.48418031949423,1,1,4.0,1.5,1.0,3.0,0,2.0,30.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,76.0
2.0,5,4,37.76281251763849,-122.40141897206503,0,0,4.0,2.0,2.0,2.0,0,3.0,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,279.0
2.0,7,6,37.7639003081741,-122.43211049453274,1,1,2.0,1.0,0.0,1.0,0,2.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
1.0,13,7,37.73558968231768,-122.43177373062412,1,1,6.0,1.0,2.0,3.0,0,2.0,15.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,198.0
2.0,1,1,37.74091462488419,-122.4123550330098,1,0,8.0,2.0,4.0,6.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,240.0
3.0,26,18,37.7974786182585,-122.42894122805136,6,1,6.0,2.5,3.0,3.0,0,2.0,15.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,550.0
2.0,9,8,37.77497092842002,-122.49016059504918,0,1,2.0,1.0,1.0,1.0,0,2.0,7.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,85.0
2.0,0,5,37.77417475425859,-122.4265740717099,6,0,6.0,1.0,3.0,3.0,0,4.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0
2.0,31,25,37.71297653299342,-122.46566130329653,1,0,2.0,1.0,0.0,1.0,0,1.0,47.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,85.0
2.0,4,1,37.75682533933941,-122.40717236292541,1,0,4.0,1.5,3.0,3.0,0,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
1.0,8,6,37.75222195740417,-122.43706487060733,0,0,4.0,1.0,2.0,2.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,235.0
1.0,5,4,37.757434522399244,-122.39752698216219,6,1,2.0,1.0,1.0,1.0,0,1.0,61.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
7.0,23,15,37.73446738720481,-122.39240770276831,23,1,3.0,1.5,1.0,1.0,0,1.0,44.0,95.0,10.0,10.0,10.0,9.0,9.0,9.0,140.0
1.0,4,1,37.75238209499387,-122.4128847833621,7,0,2.0,1.0,1.0,1.0,0,2.0,62.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
1.0,1,1,37.746024122101396,-122.41634059349892,3,0,2.0,1.0,1.0,1.0,0,2.0,59.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
3.0,16,3,37.790484195173434,-122.43025130629422,0,1,2.0,1.0,1.0,1.0,0,2.0,6.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,19,13,37.730336303122556,-122.42582633079387,0,0,2.0,1.0,0.0,1.0,0,3.0,35.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
1.0,0,0,37.77692411007928,-122.43950127560423,1,0,6.0,2.0,3.0,5.0,0,7.0,3.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,390.0
7.0,23,15,37.73549923170239,-122.39431248485154,23,0,8.0,1.5,2.0,2.0,0,1.0,33.0,90.0,9.0,10.0,10.0,9.0,8.0,9.0,400.0
3.0,29,17,37.76053220440132,-122.48412399025865,0,1,1.0,1.0,1.0,1.0,0,2.0,39.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,95.0
2.0,18,10,37.77376223032178,-122.46377678087656,0,0,4.0,1.0,2.0,2.0,0,1.0,59.0,92.0,10.0,10.0,9.0,9.0,10.0,9.0,169.0
1.0,15,19,37.779084289814925,-122.3944654340876,0,0,4.0,2.0,2.0,2.0,0,2.0,43.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,350.0
1.0,23,15,37.7350574425225,-122.38875938045913,5,0,2.0,1.0,0.0,1.0,0,4.0,19.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,189.0
2.0,29,17,37.754865489037215,-122.4856015752404,5,0,5.0,1.0,1.0,3.0,0,15.0,2.0,90.0,10.0,9.0,10.0,10.0,9.0,9.0,89.0
3.0,29,17,37.76185650380392,-122.48403278950038,0,1,2.0,1.0,1.0,1.0,0,2.0,29.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
2.0,31,25,37.71364997200611,-122.46599230448949,3,0,2.0,1.0,0.0,1.0,0,1.0,45.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,99.0
4.0,5,4,37.76192783041651,-122.39613442052674,1,1,2.0,2.0,1.0,1.0,0,1.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1.0,0,0,37.771983340012625,-122.43146072161407,3,0,3.0,1.0,0.0,3.0,0,1.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,132.0
1.0,31,13,37.718734132548015,-122.45008066550828,0,0,4.0,1.0,2.0,3.0,0,3.0,39.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,175.0
2.0,2,0,37.76994292637433,-122.45329419678116,6,1,2.0,1.0,1.0,1.0,0,3.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
9.0,6,11,37.78584015586441,-122.4142729952425,0,1,1.0,1.0,0.0,1.0,0,2.0,13.0,94.0,10.0,8.0,10.0,10.0,10.0,9.0,79.0
1.0,18,10,37.7740877723945,-122.4715388295875,6,0,4.0,1.0,2.0,2.0,0,3.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
5.0,27,21,37.744778154188275,-122.48957147417612,1,0,6.0,2.0,3.0,4.0,0,1.0,18.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,31,25,37.71439094899597,-122.46554185072165,1,1,4.0,1.0,2.0,2.0,0,30.0,39.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,85.0
4.0,27,21,37.74025057933354,-122.48501590225517,1,1,2.0,1.5,1.0,2.0,0,2.0,3.0,80.0,10.0,10.0,9.0,10.0,9.0,9.0,75.0
4.0,27,21,37.741076720533485,-122.48549096387784,1,1,2.0,2.0,1.0,2.0,0,2.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
4.0,27,21,37.741078205643284,-122.48337292777117,1,0,7.0,2.0,3.0,6.0,0,1.0,13.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
1.0,14,7,37.75629348930342,-122.44202839196254,6,1,2.0,1.5,1.0,1.0,0,2.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,27,21,37.74534385981449,-122.4888987809022,1,1,2.0,1.0,1.0,1.0,0,2.0,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
1.0,8,7,37.74747549689363,-122.43245006849546,0,1,2.0,1.0,1.0,1.0,0,2.0,22.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1.0,7,6,37.76888246807104,-122.43279704594849,1,0,10.0,3.0,5.0,5.0,0,30.0,34.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,599.0
2.0,23,15,37.71887633412301,-122.38914992029035,1,1,4.0,1.0,0.0,2.0,0,2.0,35.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,71.0
1.0,15,4,37.77898394668915,-122.40346861287159,0,0,4.0,2.0,2.0,2.0,0,30.0,8.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,347.0
1.0,6,5,37.78200740798921,-122.41489342104752,0,1,3.0,1.0,1.0,2.0,4,2.0,27.0,89.0,10.0,10.0,10.0,10.0,7.0,9.0,85.0
1.0,29,17,37.758219335176584,-122.48540923233541,1,0,6.0,2.5,3.0,3.0,0,1.0,61.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
9.0,6,5,37.78603524626682,-122.41393879743917,16,1,2.0,8.0,0.0,1.0,0,1.0,8.0,80.0,9.0,8.0,9.0,8.0,6.0,8.0,70.0
9.0,6,5,37.78629189936577,-122.4126440535498,16,1,3.0,8.0,0.0,2.0,0,1.0,16.0,69.0,8.0,7.0,9.0,9.0,6.0,7.0,85.0
1.0,0,3,37.78038684604096,-122.4328893701968,0,0,2.0,1.0,0.0,1.0,0,30.0,19.0,97.0,10.0,10.0,9.0,10.0,9.0,10.0,70.0
1.0,29,17,37.76280633714716,-122.50634019236715,3,0,4.0,1.0,1.0,2.0,0,3.0,20.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
1.0,29,17,37.753593967837,-122.48137430628259,1,0,5.0,1.0,2.0,3.0,0,3.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,18,10,37.77723325430575,-122.44818879518456,1,1,2.0,1.5,1.0,1.0,0,30.0,24.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,82.0
1.0,7,6,37.75706815187041,-122.44017381211975,6,1,2.0,1.0,1.0,1.0,0,2.0,23.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,85.0
36.0,6,5,37.788733057199934,-122.41066468402292,0,1,4.0,1.0,0.0,2.0,0,1.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,235.0
36.0,6,5,37.78880869916779,-122.41153128092093,0,1,4.0,1.0,0.0,2.0,0,1.0,11.0,98.0,10.0,10.0,9.0,10.0,10.0,10.0,235.0
3.0,8,6,37.749847780433086,-122.43200153444852,1,1,2.0,1.0,1.0,1.0,0,2.0,28.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
2.0,31,13,37.72115930015676,-122.45669383171936,1,1,2.0,1.0,1.0,1.0,0,1.0,60.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,48.0
1.0,19,13,37.72115668488759,-122.42715815494275,5,0,2.0,1.0,0.0,1.0,0,3.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,135.0
3.0,23,15,37.720540865816176,-122.39223503946982,1,1,3.0,1.0,1.0,1.0,0,2.0,11.0,93.0,10.0,10.0,9.0,9.0,8.0,10.0,50.0
4.0,5,4,37.76276370642277,-122.39679432832266,1,1,2.0,2.0,1.0,1.0,0,1.0,23.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0
1.0,12,16,37.79200469759921,-122.4127560012259,0,0,6.0,1.0,2.0,3.0,0,30.0,16.0,96.0,9.0,9.0,9.0,9.0,10.0,9.0,450.0
1.0,0,5,37.773791829723926,-122.42732307351349,1,1,1.0,1.0,1.0,1.0,0,1.0,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
3.0,23,15,37.720063686445705,-122.3925755777759,1,1,3.0,1.0,1.0,1.0,0,2.0,13.0,91.0,9.0,10.0,9.0,9.0,8.0,9.0,90.0
2.0,7,6,37.76566253634589,-122.43683943313012,10,1,2.0,1.0,0.0,1.0,0,2.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2.0,1,1,37.74514625871014,-122.42048471030083,0,0,2.0,1.0,1.0,1.0,0,5.0,11.0,98.0,10.0,10.0,9.0,10.0,10.0,9.0,175.0
1.0,27,21,37.747148708413896,-122.47255099117604,1,0,4.0,1.0,2.0,2.0,0,5.0,4.0,90.0,9.0,10.0,10.0,9.0,9.0,9.0,140.0
1.0,2,0,37.76691510806368,-122.44461162814315,0,0,2.0,1.0,1.0,2.0,0,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
2.0,21,16,37.79011006859758,-122.40680027326188,19,0,2.0,1.0,0.0,1.0,0,2.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
1.0,16,18,37.79629465738014,-122.43269981128228,6,1,1.0,1.0,1.0,1.0,0,2.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
1.0,16,11,37.79197157601655,-122.42976592708247,0,0,3.0,1.0,0.0,2.0,0,2.0,28.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1.0,31,13,37.71900040036766,-122.45254227320602,0,1,2.0,1.0,1.0,1.0,0,1.0,54.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,110.0
4.0,12,11,37.79146010777509,-122.4169990027642,0,0,10.0,3.5,4.0,5.0,0,2.0,37.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,495.0
3.0,23,15,37.735224156558566,-122.38889867149919,1,0,5.0,1.0,2.0,2.0,0,4.0,2.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,300.0
8.0,3,13,37.72325964955608,-122.44062705586171,1,1,1.0,1.0,1.0,1.0,0,1.0,16.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,90.0
8.0,3,13,37.72466530126058,-122.43943409249158,1,1,1.0,1.0,1.0,1.0,0,1.0,36.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0
3.0,3,13,37.72150940640201,-122.43823175755662,1,0,8.0,1.0,2.0,4.0,0,3.0,20.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,280.0
5.0,32,25,37.728630633324116,-122.49153272783859,3,0,2.0,1.0,1.0,1.0,0,1.0,24.0,95.0,9.0,10.0,10.0,10.0,9.0,9.0,69.0
2.0,18,10,37.77815586304645,-122.46978353221171,1,1,3.0,1.0,1.0,1.0,0,2.0,23.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,150.0
1.0,19,22,37.73408283155927,-122.4064207075087,0,1,2.0,1.0,1.0,2.0,0,2.0,13.0,89.0,9.0,9.0,10.0,10.0,7.0,8.0,120.0
2.0,29,17,37.75660879322187,-122.47669431638364,1,1,2.0,2.0,1.0,1.0,0,2.0,49.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
1.0,26,18,37.79936418953621,-122.44411607904637,3,0,4.0,1.0,1.0,2.0,0,2.0,9.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,335.0
2.0,29,17,37.75573777467017,-122.47759149438296,1,1,2.0,2.0,1.0,1.0,0,2.0,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,75.0
1.0,0,3,37.77872895677953,-122.44396142729764,5,0,2.0,1.0,1.0,1.0,0,2.0,19.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,16,3,37.790439479686626,-122.43932882815055,0,0,3.0,1.0,0.0,1.0,0,2.0,9.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,140.0
3.0,4,1,37.75190086286506,-122.41100933748186,0,1,1.0,2.0,1.0,1.0,0,1.0,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,84.0
1.0,5,4,37.75469248566773,-122.39966766836308,6,1,2.0,1.5,1.0,1.0,0,1.0,60.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0
3.0,4,1,37.75066812595854,-122.41274756188372,0,1,1.0,2.0,1.0,1.0,0,1.0,23.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,89.0
1.0,15,12,37.77172223071214,-122.4109995810456,1,1,9.0,1.5,4.0,5.0,0,2.0,34.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,400.0
